LABEL
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000000
0.000001
0.000001
0.000002
0.000005
0.000009
0.000017
0.000031
0.000054
0.000092
0.000155
0.000252
0.000402
0.000625
0.000949
0.001406
0.002034
0.002875
0.003971
0.005362
0.007078
0.009143
0.011561
0.014319
0.017381
0.020695
0.024189
0.027778
0.031371
0.034876
0.038209
0.041294
0.044071
0.046498
0.048549
0.050214
0.051499
0.052423
0.053013
0.053305
0.053341
0.053165
0.052823
0.052357
0.051807
0.051210
0.050593
0.049977
0.049378
0.048804
0.048257
0.047737
0.047239
0.046760
0.046293
0.045835
0.045382
0.044933
0.044486
0.044043
0.043606
0.043176
0.042758
0.042355
0.041970
0.041607
0.041269
0.040959
0.040680
0.040433
0.040221
0.040043
0.039901
0.039794
0.039722
0.039684
0.039677
0.039700
0.039750
0.039825
0.039921
0.040036
0.040165
0.040305
0.040453
0.040605
0.040757
0.040908
0.041052
0.041189
0.041315
0.041427
0.041526
0.041608
0.041673
0.041721
0.041750
0.041762
0.041756
0.041733
0.041694
0.041642
0.041576
0.041499
0.041412
0.041319
0.041220
0.041118
0.041014
0.040911
0.040811
0.040715
0.040625
0.040542
0.040468
0.040403
0.040349
0.040305
0.040273
0.040252
0.040242
0.040244
0.040255
0.040276
0.040307
0.040345
0.040390
0.040440
0.040496
0.040554
0.040614
0.040676
0.040736
0.040796
0.040852
0.040906
0.040955
0.040998
0.041037
0.041069
0.041094
0.041113
0.041126
0.041132
0.041132
0.041125
0.041113
0.041096
0.041074
0.041049
0.041020
0.040989
0.040957
0.040923
0.040889
0.040855
0.040823
0.040792
0.040764
0.040738
0.040716
0.040696
0.040681
0.040670
0.040662
0.040659
0.040659
0.040663
0.040671
0.040682
0.040696
0.040712
0.040731
0.040751
0.040773
0.040796
0.040819
0.040842
0.040865
0.040887
0.040908
0.040927
0.040945
0.040960
0.040974
0.040985
0.040994
0.041000
0.041004
0.041006
0.041005
0.041002
0.040997
0.040991
0.040983
0.040973
0.040963
0.040952
0.040940
0.040928
0.040917
0.040905
0.040894
0.040884
0.040875
0.040867
0.040860
0.040855
0.040851
0.040848
0.040847
0.040848
0.040849
0.040853
0.040857
0.040863
0.040869
0.040876
0.040885
0.040893
0.040902
0.040911
0.040920
0.040929
0.040938
0.040946
0.040954
0.040961
0.040967
0.040972
0.040977
0.040980
0.040983
0.040984
0.040985
0.040984
0.040983
0.040981
0.040978
0.040975
0.040971
0.040967
0.040962
0.040957
0.040953
0.040948
0.040943
0.040939
0.040935
0.040932
0.040929
0.040926
0.040924
0.040923
0.040922
0.040922
0.040922
0.040923
0.040925
0.040926
0.040929
0.040931
0.040934
0.040937
0.040941
0.040944
0.040947
0.040950
0.040953
0.040956
0.040958
0.040960
0.040962
0.040963
0.040964
0.040965
0.040965
0.040965
0.040964
0.040963
